Year,Week,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2012,34,45900,20310,9170,9780,-1.18,-2.96,-2.03,-3.36
2012,35,47070,20630,9170,9860,0.13,-2.92,-4.08,-3.9
2012,36,38410,16940,7610,8150,-17.73,-19.29,-20.73,-20.41
2012,37,34720,15710,6900,7800,-7.22,-7.91,-8.73,-6.25
2012,38,54140,23840,10240,11460,11.28,8.91,4.92,7.2
2012,39,48980,21540,9530,10280,4.08,0.14,-3.15,-3.11
2012,40,48000,21440,9470,10280,12.89,9.44,4.87,5.33
2012,41,48220,21450,9350,10630,-0.58,-2.99,-6.5,-1.94
2012,42,40790,18100,7780,8780,1.42,-1.63,-4.89,-3.09
2012,43,47350,20980,9080,10010,0.32,-2.51,-5.12,-4.94
2012,44,47220,20810,9030,10110,-0.55,-3.16,-8.79,-3.99
2012,45,41600,18640,8540,8970,-9.03,-9.91,-8.07,-11.54
2012,46,43280,19210,8700,9170,11.17,10.85,11.4,10.22
2012,47,40940,18020,7930,8750,-21.66,-23.29,-24.83,-22.7
2012,48,34940,15460,6800,7650,6.65,6.18,3.98,7.9
2012,49,38730,16890,7550,8030,-12.04,-13.91,-14.11,-15.92
2012,50,42610,18860,8460,9280,-7.57,-10.83,-14.29,-10.51
2012,51,36390,16310,7590,7950,-21.99,-23.61,-25.37,-23.48
2012,52,86670,39240,18770,19220,93.94,85.8,81.35,81.84
2013,1,29360,13810,7090,6720,697.83,638.5,490.83,565.35
2013,2,54560,24660,11580,11860,8.43,1.11,-6.84,-2.23
2013,3,70250,31050,14460,14740,5.4,2.34,-1.09,1.52
2013,4,55560,23880,10700,10840,-4.55,-6.1,-10.91,-7.11
2013,5,60450,25430,11480,11110,24.1,18.17,14.12,14.42
2013,6,56160,23760,10460,10870,-8.99,-12.26,-17.31,-9.64
2013,7,56540,24410,10750,11230,-6.7,-6.69,-9.89,-7.04
2013,8,52900,22610,9900,10390,-7.55,-10.21,-14.36,-10.66
2013,9,60300,25980,11480,11900,9.3,7.44,4.94,5.68
2013,10,60180,26430,11500,12340,-1.84,-1.16,-3.77,-1.83
2013,11,59300,26480,11410,12980,-2.1,-0.38,-3.47,4.85
2013,12,59350,26340,11410,12750,-1.33,-2.95,-4.44,-5.06
2013,13,57150,24930,10950,11580,-0.64,-4.56,-5.11,-9.39
2013,14,53790,23300,10110,10890,-9.29,-10.76,-13.88,-11.46
2013,15,56940,24570,10380,11300,0.11,-2.62,-8.22,-6.07
2013,16,55800,24000,10270,11140,3.87,2.13,0.49,0.09
2013,17,54450,24870,10880,11910,-2.77,1.97,3.42,4.75
2013,18,56740,25730,11190,12480,4.63,3.5,-0.53,3.83
2013,19,53680,24330,10870,11790,-1.25,-2.95,-5.48,-1.83
2013,20,50590,22710,10180,10850,-4.2,-6.96,-6.09,-11.43
2013,21,41820,19080,8480,9150,-18.78,-18.91,-19.54,-20.5
2013,22,45120,20640,9250,10050,-10.16,-10.53,-10.45,-12.84
2013,23,52180,23600,10460,11410,26.68,26.14,21.91,25.38
2013,24,35080,16260,7360,7970,-30.88,-29.18,-27.7,-28.39
2013,25,55620,25800,11730,12610,14.35,17.01,17.77,18.74
2013,26,57650,26210,11820,12250,18.33,17.74,17.26,15.78
2013,27,32890,14800,6680,6940,-32.48,-33.84,-34.77,-36.68
2013,28,53780,24040,10520,11320,40.6,38.8,35.39,34.28
2013,29,50270,22170,9680,10410,10.53,7.36,5.45,1.96
2013,30,48140,21190,9340,9950,2.71,-0.19,-2.1,-3.21
2013,31,50000,22070,9540,10420,7.0,4.65,0.95,2.36
2013,32,49710,21670,9290,10120,6.7,3.44,-0.43,1.4
2013,33,48320,21030,8970,10040,6.5,4.73,2.51,2.87
2013,34,48890,21580,9290,10180,6.51,6.25,1.31,4.09
2013,35,50130,22050,9450,10590,6.5,6.88,3.05,7.4
2013,36,38000,16610,7060,7860,-1.07,-1.95,-7.23,-3.56
2013,37,51610,22540,9400,10560,48.65,43.48,36.23,35.38
2013,38,50780,22480,9330,10710,-6.21,-5.7,-8.89,-6.54
2013,39,40980,18130,7630,8770,-16.33,-15.83,-19.94,-14.69
2013,40,57060,25210,10500,12160,18.88,17.58,10.88,18.29
2013,41,42130,18750,7590,9200,-12.63,-12.59,-18.82,-13.45
2013,42,38070,16770,6820,8100,-6.67,-7.35,-12.34,-7.74
2013,43,52020,22600,9200,10940,9.86,7.72,1.32,9.29
2013,44,52650,23240,9660,11430,11.5,11.68,6.98,13.06
2013,45,49900,21610,8860,10430,19.95,15.93,3.75,16.28
2013,46,42530,18590,7650,9090,-1.73,-3.23,-12.07,-0.87
2013,47,49980,21690,8950,10560,22.08,20.37,12.86,20.69
2013,48,37050,16320,6950,8090,6.04,5.56,2.21,5.75
2013,49,41520,18090,7760,8810,7.2,7.1,2.78,9.71
2013,50,45920,20530,9070,9980,7.77,8.85,7.21,7.54
2013,51,47040,21630,9780,10670,29.27,32.62,28.85,34.21
2013,52,34090,15760,7300,7990,-60.67,-59.84,-61.11,-58.43
2014,1,12310,5850,2800,3030,-58.07,-57.64,-60.51,-54.91
2014,2,64310,29640,14210,14370,17.87,20.19,22.71,21.16
2014,3,71900,31640,13950,15160,2.35,1.9,-3.53,2.85
2014,4,52580,22770,9940,10850,-5.36,-4.65,-7.1,0.09
2014,5,61170,25950,11100,11960,1.19,2.04,-3.31,7.65
2014,6,61230,25370,10750,11600,9.03,6.78,2.77,6.72
2014,7,58950,24510,10160,11410,4.26,0.41,-5.49,1.6
2014,8,54280,22590,9360,10550,2.61,-0.09,-5.45,1.54
2014,9,62850,26350,11070,12340,4.23,1.42,-3.57,3.7
2014,10,61850,26010,10570,12390,2.78,-1.59,-8.09,0.41
2014,11,61480,26310,10520,12810,3.68,-0.64,-7.8,-1.31
2014,12,61960,26540,10760,12920,4.4,0.76,-5.7,1.33
2014,13,63520,26920,11220,12850,11.15,7.98,2.47,10.97
2014,14,61810,25950,10660,12170,14.91,11.37,5.44,11.75
2014,15,59080,24930,9770,11670,3.76,1.47,-5.88,3.27
2014,16,57460,23780,9430,11140,2.97,-0.92,-8.18,0.0
2014,17,55190,24470,10210,11900,1.36,-1.61,-6.16,-0.08
2014,18,58590,25730,10700,12330,3.26,0.0,-4.38,-1.2
2014,19,55980,24400,9900,11990,4.28,0.29,-8.92,1.7
2014,20,53440,23790,9810,11610,5.63,4.76,-3.63,7.0
2014,21,54000,23990,9700,11730,29.12,25.73,14.39,28.2
2014,22,42930,18760,7680,9160,-4.85,-9.11,-16.97,-8.86
2014,23,53950,23310,9770,11080,3.39,-1.23,-6.6,-2.89
2014,24,52650,23080,9540,11180,50.09,41.94,29.62,40.28
2014,25,51470,23300,9790,11430,-7.46,-9.69,-16.54,-9.36
2014,26,51960,23020,9670,11150,-9.87,-12.17,-18.19,-8.98
2014,27,49630,21710,9040,10640,50.9,46.69,35.33,53.31
2014,28,41230,17890,7350,8760,-23.34,-25.58,-30.13,-22.61
2014,29,48250,21070,8660,10050,-4.02,-4.96,-10.54,-3.46
2014,30,50670,22050,9060,10460,5.26,4.06,-3.0,5.13
2014,31,50140,22080,9340,10500,0.28,0.05,-2.1,0.77
2014,32,49540,21540,9000,10390,-0.34,-0.6,-3.12,2.67
2014,33,50080,21550,8710,10400,3.64,2.47,-2.9,3.59
2014,34,51110,22050,9240,10620,4.54,2.18,-0.54,4.32
2014,35,50980,22090,9180,10810,1.7,0.18,-2.86,2.08
2014,36,40850,17670,7320,8540,7.5,6.38,3.68,8.65
2014,37,51600,21920,8690,10710,-0.02,-2.75,-7.55,1.42
2014,38,51240,22310,8980,10710,0.91,-0.76,-3.75,0.0
2014,39,51430,22340,9230,10800,25.5,23.22,20.97,23.15
2014,40,51020,22180,9140,10670,-10.59,-12.02,-12.95,-12.25
2014,41,50390,21700,8770,10480,19.61,15.73,15.55,13.91
2014,42,43710,18920,7720,9070,14.81,12.82,13.2,11.98
2014,43,48780,21260,8600,10320,-6.23,-5.93,-6.52,-5.67
2014,44,50850,22250,8980,10650,-3.42,-4.26,-7.04,-6.82
2014,45,49270,21400,8620,10390,-1.26,-0.97,-2.71,-0.38
2014,46,44150,19140,7820,9300,3.81,2.96,2.22,2.31
2014,47,47510,20770,8390,9950,-4.94,-4.24,-6.26,-5.78
2014,48,36640,16070,6510,7900,-1.11,-1.53,-6.33,-2.35
2014,49,43450,19300,8050,9410,4.65,6.69,3.74,6.81
2014,50,48430,21740,9340,10430,5.47,5.89,2.98,4.51
2014,51,48870,22050,9620,10510,3.89,1.94,-1.64,-1.5
2014,52,35240,16430,7350,8390,3.37,4.25,0.68,5.01
2014,53,12310,5680,2680,2800,,,,
2015,1,73980,33580,15540,16440,500.97,474.02,455.0,442.57
2015,2,50660,22150,9660,10380,-21.23,-25.27,-32.02,-27.77
2015,3,69830,30020,12840,13930,-2.88,-5.12,-7.96,-8.11
2015,4,65190,27910,11850,12790,23.98,22.57,19.22,17.88
2015,5,64110,27410,11250,12970,4.81,5.63,1.35,8.44
2015,6,63490,26720,10920,12550,3.69,5.32,1.58,8.19
2015,7,55080,23170,9330,10900,-6.56,-5.47,-8.17,-4.47
2015,8,62440,26430,10670,12320,15.03,17.0,14.0,16.78
2015,9,62870,26660,10770,12720,0.03,1.18,-2.71,3.08
2015,10,61330,26310,10380,12890,-0.84,1.15,-1.8,4.04
2015,11,62910,27050,10690,13250,2.33,2.81,1.62,3.43
2015,12,63070,26950,10920,12670,1.79,1.54,1.49,-1.93
2015,13,62240,26340,10700,12340,-2.02,-2.15,-4.63,-3.97
2015,14,56610,23630,9450,10900,-8.41,-8.94,-11.35,-10.44
2015,15,59750,24600,9460,11450,1.13,-1.32,-3.17,-1.89
2015,16,59600,25980,10610,12150,3.72,9.25,12.51,9.07
2015,17,59420,26020,10590,12350,7.66,6.33,3.72,3.78
2015,18,54820,23900,9500,11400,-6.43,-7.11,-11.21,-7.54
2015,19,56180,24590,10060,11670,0.36,0.78,1.62,-2.67
2015,20,56590,24560,10030,11620,5.89,3.24,2.24,0.09
2015,21,45570,19890,8120,9620,-15.61,-17.09,-16.29,-17.99
2015,22,56730,24490,10040,11560,32.15,30.54,30.73,26.2
2015,23,53620,23080,9510,11030,-0.61,-0.99,-2.66,-0.45
2015,24,53650,23250,9510,11020,1.9,0.74,-0.31,-1.43
2015,25,54000,23520,9720,11150,4.92,0.94,-0.72,-2.45
2015,26,52800,22630,9490,10660,1.62,-1.69,-1.86,-4.39
2015,27,46100,19390,7910,9000,-7.11,-10.69,-12.5,-15.41
2015,28,51100,21530,8820,10160,23.94,20.35,20.0,15.98
2015,29,51970,22040,8880,10380,7.71,4.6,2.54,3.28
2015,30,54400,23060,9310,11000,7.36,4.58,2.76,5.16
2015,31,51720,21690,9010,10310,3.15,-1.77,-3.53,-1.81
2015,32,52640,22120,8890,10390,6.26,2.69,-1.22,0.0
2015,33,52280,21760,8790,10180,4.39,0.97,0.92,-2.12
2015,34,52760,21770,8830,10110,3.23,-1.27,-4.44,-4.8
2015,35,53350,22140,9020,10380,4.65,0.23,-1.74,-3.98
2015,36,43020,17760,7200,8180,5.31,0.51,-1.64,-4.22
2015,37,52490,21610,8530,10050,1.72,-1.41,-1.84,-6.16
2015,38,54510,23390,9110,11430,6.38,4.84,1.45,6.72
2015,39,54230,23410,8930,11710,5.44,4.79,-3.25,8.43
2015,40,53010,23080,8960,11480,3.9,4.06,-1.97,7.59
2015,41,47380,20090,7840,9680,-5.97,-7.42,-10.6,-7.63
2015,42,55580,23470,9390,11190,27.16,24.05,21.63,23.37
2015,43,53110,22690,9160,10480,8.88,6.73,6.51,1.55
2015,44,50580,21200,8540,9910,-0.53,-4.72,-4.9,-6.95
2015,45,48790,20590,8290,9800,-0.97,-3.79,-3.83,-5.68
2015,46,50820,21260,8560,10020,15.11,11.08,9.46,7.74
2015,47,37430,15950,6610,7670,-21.22,-23.21,-21.22,-22.91
2015,48,44520,18600,7720,8840,21.51,15.74,18.59,11.9
2015,49,51250,22100,9150,10470,17.95,14.51,13.66,11.26
2015,50,51040,22100,9470,10420,5.39,1.66,1.39,-0.1
2015,51,40620,18030,8010,8620,-16.88,-18.23,-16.74,-17.98
2015,52,17200,7650,3500,3830,-51.19,-53.44,-52.38,-54.35
2016,1,75660,33770,15750,15760,2.27,0.57,1.35,-4.14
2016,2,52920,22470,9820,10470,4.46,1.44,1.66,0.87
2016,3,72980,30400,12690,13820,4.51,1.27,-1.17,-0.79
2016,4,64810,26560,11100,12150,-0.58,-4.84,-6.33,-5.0
2016,5,54920,22340,9270,9860,-14.33,-18.5,-17.6,-23.98
2016,6,74280,30270,12210,14140,16.99,13.29,11.81,12.67
2016,7,61880,25010,10330,11110,12.35,7.94,10.72,1.93
2016,8,66970,27170,11130,11960,7.25,2.8,4.31,-2.92
2016,9,66280,26730,10810,11850,5.42,0.26,0.37,-6.84
2016,10,66420,27370,10890,12660,8.3,4.03,4.91,-1.78
2016,11,64310,26680,10720,12400,2.23,-1.37,0.28,-6.42
2016,12,65640,27120,10790,12590,4.07,0.63,-1.19,-0.63
2016,13,60420,24750,9990,11190,-2.92,-6.04,-6.64,-9.32
2016,14,64310,26010,10150,11730,13.6,10.07,7.41,7.61
2016,15,62000,24970,9820,11100,3.77,1.5,3.81,-3.06
2016,16,61780,25260,9910,11360,3.66,-2.77,-6.6,-6.5
2016,17,62360,26070,10590,11820,4.95,0.19,0.0,-4.29
2016,18,61610,25590,10250,11810,12.39,7.07,7.89,3.6
2016,19,59680,25110,10130,11770,6.23,2.11,0.7,0.86
2016,20,57130,24110,9690,11290,0.95,-1.83,-3.39,-2.84
2016,21,62740,26460,10720,12440,37.68,33.03,32.02,29.31
2016,22,46800,19730,7980,9390,-17.5,-19.44,-20.52,-18.77
2016,23,60370,25380,10120,11760,12.59,9.97,6.41,6.62
2016,24,56800,23500,9610,10760,5.87,1.08,1.05,-2.36
2016,25,54790,23110,9480,10730,1.46,-1.74,-2.47,-3.77
2016,26,34540,14560,5900,6720,-34.58,-35.66,-37.83,-36.96
2016,27,60100,25180,10270,11440,30.37,29.86,29.84,27.11
2016,28,55670,22930,9120,10550,8.94,6.5,3.4,3.84
2016,29,54100,22400,8870,10430,4.1,1.63,-0.11,0.48
2016,30,55430,22770,9170,10320,1.89,-1.26,-1.5,-6.18
2016,31,54840,22080,8810,10010,6.03,1.8,-2.22,-2.91
2016,32,55060,22570,9050,10270,4.6,2.03,1.8,-1.15
2016,33,56480,22800,9040,10390,8.03,4.78,2.84,2.06
2016,34,56390,23120,9190,10420,6.88,6.2,4.08,3.07
2016,35,54580,21980,8810,10020,2.31,-0.72,-2.33,-3.47
2016,36,45920,18630,7440,8540,6.74,4.9,3.33,4.4
2016,37,57860,22780,8950,10390,10.23,5.41,4.92,3.38
2016,38,58480,23700,9320,10810,7.28,1.33,2.31,-5.42
2016,39,56920,22970,9370,10540,4.96,-1.88,4.93,-9.99
2016,40,54480,21820,8710,10020,2.77,-5.46,-2.79,-12.72
2016,41,47290,19180,7650,8940,-0.19,-4.53,-2.42,-7.64
2016,42,54180,21950,8700,10040,-2.52,-6.48,-7.35,-10.28
2016,43,53970,21940,8750,10060,1.62,-3.31,-4.48,-4.01
2016,44,51960,20880,8350,9550,2.73,-1.51,-2.22,-3.63
2016,45,52790,21460,8670,9860,8.2,4.23,4.58,0.61
2016,46,51250,20520,8110,9450,0.85,-3.48,-5.26,-5.69
2016,47,41650,16520,6640,7740,11.27,3.57,0.45,0.91
2016,48,51220,20130,8160,9210,15.05,8.23,5.7,4.19
2016,49,55790,22650,9340,10400,8.86,2.49,2.08,-0.67
2016,50,56490,23270,9820,10820,10.68,5.29,3.7,3.84
2016,51,52790,21910,9660,10280,29.96,21.52,20.6,19.26
2016,52,22680,9380,4080,4620,31.86,22.61,16.57,20.63
2017,1,61560,26260,12100,11900,-18.64,-22.24,-23.17,-24.49
2017,2,70980,28690,12350,13270,34.13,27.68,25.76,26.74
2017,3,62220,25030,10560,11260,-14.74,-17.66,-16.78,-18.52
2017,4,76230,29930,12100,13360,17.62,12.69,9.01,9.96
2017,5,75090,29120,11800,12560,36.73,30.35,27.29,27.38
2017,6,69760,26980,10780,12100,-6.09,-10.87,-11.71,-14.43
2017,7,67290,26140,10550,11600,8.74,4.52,2.13,4.41
2017,8,66690,25680,10320,11430,-0.42,-5.48,-7.28,-4.43
2017,9,73060,28540,11290,12750,10.23,6.77,4.44,7.59
2017,10,72390,28240,11090,12540,8.99,3.18,1.84,-0.95
2017,11,71540,27950,10960,12820,11.24,4.76,2.24,3.39
2017,12,68950,26850,10510,12320,5.04,-1.0,-2.59,-2.14
2017,13,71640,28150,11010,12860,18.57,13.74,10.21,14.92
2017,14,69630,27400,10410,12510,8.27,5.34,2.56,6.65
2017,15,66960,26040,9850,11880,8.0,4.29,0.31,7.03
2017,16,64510,25160,9380,11580,4.42,-0.4,-5.35,1.94
2017,17,66880,26920,10570,12520,7.25,3.26,-0.19,5.92
2017,18,65770,26280,10130,12300,6.75,2.7,-1.17,4.15
2017,19,65720,26180,10400,12050,10.12,4.26,2.67,2.38
2017,20,64010,25810,10050,12290,12.04,7.05,3.72,8.86
2017,21,64570,25840,10210,11940,2.92,-2.34,-4.76,-4.02
2017,22,50500,20040,8040,9140,7.91,1.57,0.75,-2.66
2017,23,66110,26580,10450,12280,9.51,4.73,3.26,4.42
2017,24,60830,24140,9480,11170,7.1,2.72,-1.35,3.81
2017,25,61040,24410,9800,11430,11.41,5.63,3.38,6.52
2017,26,62400,25110,10040,11700,80.66,72.46,70.17,74.11
2017,27,46860,18020,7040,8330,-22.03,-28.44,-31.45,-27.19
2017,28,61410,23680,9280,10820,10.31,3.27,1.75,2.56
2017,29,61210,23780,9410,10970,13.14,6.16,6.09,5.18
2017,30,60830,23960,9340,11100,9.74,5.23,1.85,7.56
2017,31,59830,23070,9080,10330,9.1,4.48,3.06,3.2
2017,32,59980,23190,9080,10360,8.94,2.75,0.33,0.88
2017,33,63040,24490,9640,11060,11.61,7.41,6.64,6.45
2017,34,58910,22580,8950,10360,4.47,-2.34,-2.61,-0.58
2017,35,59730,22990,9040,10570,9.44,4.6,2.61,5.49
2017,36,47010,17970,6970,8020,2.37,-3.54,-6.32,-6.09
2017,37,56480,21380,8600,9510,-2.39,-6.15,-3.91,-8.47
2017,38,60500,23450,9040,10640,3.45,-1.05,-3.0,-1.57
2017,39,59930,23260,8920,10470,5.29,1.26,-4.8,-0.66
2017,40,54810,21130,8290,9560,0.61,-3.16,-4.82,-4.59
2017,41,53950,20680,7970,9320,14.08,7.82,4.18,4.25
2017,42,60830,23050,8780,10340,12.27,5.01,0.92,2.99
2017,43,62650,24040,9350,11060,16.08,9.57,6.86,9.94
2017,44,59870,23170,8930,10750,15.22,10.97,6.95,12.57
2017,45,60820,23230,9020,10600,15.21,8.25,4.04,7.51
2017,46,56260,21530,8620,9760,9.78,4.92,6.29,3.28
2017,47,44740,17120,6840,7850,7.42,3.63,3.01,1.42
2017,48,54500,20360,8000,9250,6.4,1.14,-1.96,0.43
2017,49,61760,23670,9780,10780,10.7,4.5,4.71,3.65
2017,50,60900,23700,10030,10680,7.81,1.85,2.14,-1.29
2017,51,59570,23460,9920,10770,12.84,7.07,2.69,4.77
2017,52,11400,4660,1950,2390,-49.74,-50.32,-52.21,-48.27
2018,1,77490,31450,14030,14560,25.88,19.76,15.95,22.35
2018,2,79530,31450,13240,14400,12.05,9.62,7.21,8.52
2018,3,68510,25780,10620,11940,10.11,3.0,0.57,6.04
2018,4,79720,30420,12080,13670,4.58,1.64,-0.17,2.32
2018,5,81430,30500,12110,13380,8.44,4.74,2.63,6.53
2018,6,78100,28990,11390,12950,11.96,7.45,5.66,7.02
2018,7,74600,27810,10880,12540,10.86,6.39,3.13,8.1
2018,8,71930,26460,10310,11890,7.86,3.04,-0.1,4.02
2018,9,79890,29300,11520,12970,9.35,2.66,2.04,1.73
2018,10,78630,28950,11120,13020,8.62,2.51,0.27,3.83
2018,11,81010,30020,11610,13560,13.24,7.41,5.93,5.77
2018,12,78130,29360,11310,13060,13.31,9.35,7.61,6.01
2018,13,77600,29000,11220,12800,8.32,3.02,1.91,-0.47
2018,14,72820,26860,10490,11650,4.58,-1.97,0.77,-6.87
2018,15,73960,27110,10090,11710,10.45,4.11,2.44,-1.43
2018,16,70480,26390,9790,11550,9.25,4.89,4.37,-0.26
2018,17,75560,28700,11130,12740,12.98,6.61,5.3,1.76
2018,18,74680,28780,11160,12710,13.55,9.51,10.17,3.33
2018,19,72530,27920,10710,12500,10.36,6.65,2.98,3.73
2018,20,74650,28670,10990,13010,16.62,11.08,9.35,5.86
2018,21,70090,27040,10590,12310,8.55,4.64,3.72,3.1
2018,22,57610,22140,8800,9800,14.08,10.48,9.45,7.22
2018,23,69600,26320,10320,11780,5.28,-0.98,-1.24,-4.07
2018,24,69500,26180,10480,11570,14.25,8.45,10.55,3.58
2018,25,69160,26280,10430,11690,13.3,7.66,6.43,2.27
2018,26,68800,26300,10570,11750,10.26,4.74,5.28,0.43
2018,27,53280,19840,7820,8860,13.7,10.1,11.08,6.36
2018,28,66170,24460,9370,10750,7.75,3.29,0.97,-0.65
2018,29,62860,23100,8830,10030,2.7,-2.86,-6.16,-8.57
2018,30,67750,25030,9600,11140,11.38,4.47,2.78,0.36
2018,31,68360,25840,9890,11600,14.26,12.01,8.92,12.29
2018,32,66320,24630,9320,10850,10.57,6.21,2.64,4.73
2018,33,67260,24650,9540,10840,6.69,0.65,-1.04,-1.99
2018,34,65790,24120,9400,10370,11.68,6.82,5.03,0.1
2018,35,63200,22670,8950,9490,5.81,-1.39,-1.0,-10.22
2018,36,56000,20670,7900,9060,19.12,15.03,13.34,12.97
2018,37,64330,24270,9290,10450,13.9,13.52,8.02,9.88
2018,38,64500,24780,9490,10860,6.61,5.67,4.98,2.07
2018,39,64890,25290,9730,11100,8.28,8.73,9.08,6.02
2018,40,61890,24350,9260,10790,12.92,15.24,11.7,12.87
2018,41,55990,21570,8260,9480,3.78,4.3,3.64,1.72
2018,42,59800,23150,8860,10070,-1.69,0.43,0.91,-2.61
2018,43,65510,24530,9260,11310,4.57,2.04,-0.96,2.26
2018,44,62710,23070,8780,10370,4.74,-0.43,-1.68,-3.53
2018,45,56890,21550,8310,9530,-6.46,-7.23,-7.87,-10.09
2018,46,57000,21230,8230,9570,1.32,-1.39,-4.52,-1.95
2018,47,49460,18570,7040,8470,10.55,8.47,2.92,7.9
2018,48,58370,21060,8160,9400,7.1,3.44,2.0,1.62
2018,49,56710,21360,8610,9450,-8.18,-9.76,-11.96,-12.34
2018,50,63270,23720,9660,10310,3.89,0.08,-3.69,-3.46
2018,51,64320,24280,10280,10820,7.97,3.5,3.63,0.46
2018,52,30310,11340,5030,5040,165.88,143.35,157.95,110.88
2019,1,48390,18970,8540,8520,-37.55,-39.68,-39.13,-41.48
2019,2,81050,30640,12930,13430,1.91,-2.58,-2.34,-6.74
2019,3,75110,27760,11170,11960,9.63,7.68,5.18,0.17
2019,4,70660,25770,10350,10950,-11.36,-15.29,-14.32,-19.9
2019,5,80640,29100,11340,11890,-0.97,-4.59,-6.36,-11.14
2019,6,80810,28390,11030,11890,3.47,-2.07,-3.16,-8.19
2019,7,83210,30340,11700,12960,11.54,9.1,7.54,3.35
2019,8,73750,26600,10190,11360,2.53,0.53,-1.16,-4.46
2019,9,82520,29290,10850,12460,3.29,-0.03,-5.82,-3.93
